BOOM_CYL_POS_OUT,TELE_CYL_POS_OUT,PLATFORM_VZ__OUT,BOOM_CYL_PRESS_HE_OUT,BOOM_CYL_PRESS_RE_OUT,BOOM_CYL_VEL_OUT,BOOM_DCV_SPOOL_OUT,PUMP_POWER_OUT,PUMP_PRESS_OUT,TELE_CYL_PRESS_HE_OUT,TELE_CYL_PRESS_RE_OUT,TELE_CYL_VEL_OUT,TELE_DCV_SPOOL_OUT
4.440892098500626e-16,1.3877787807814457e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0001646583367926,-4.691888700336655e-07,-0.040226777549145,117.88290407111673,-0.0038352960946754,-0.0064330021376263,0.0016592637670822,4.385051888595379,280.86446174977505,0.7671161688345114,-0.0008955687122747,-0.0002727905236975,-1.4581393536772534e-06
-0.00019394051711,-8.841090257394324e-07,0.0368622031063727,105.09374077224648,0.0045356558647352,0.0054169061265191,0.1063284885451271,9.451366718568355,281.3261541421632,1.5738863007867063,-0.0010988749401984,0.0001840913975536,1.2657883464913216e-06
-0.0001447564444418,2.32116080181588e-06,-0.0038100917535014,26.35146729173937,0.8964607600610822,-0.0001610424501102,0.2150179453075555,5.175179761585254,100.3349779170875,-2.2940882485648078,0.0110796299187702,8.522914402958972e-05,-1.8613887606159988e-06
-0.0002226641869877,9.211671661568666e-09,-0.0376287338098026,117.87150122170216,1.914633272484922,-0.0059870687042385,0.3299843054024636,2.1707183336662887,31.205395539266554,0.7015153561693439,0.003197659557325,-0.0002807755832201,-2.519145030977772e-06
-0.0002305684624592,-5.566223154618299e-07,0.0381834240570409,104.8334693488776,3.671731283455698,0.0056262331829388,0.4492835341084462,3.355444466303154,38.32799197339938,1.5046080998459492,0.0015945967029029,0.0001995849148573,5.906448564701223e-07
0.0001121588875643,-1.9959883953979407e-08,0.1156355399104698,103.26996532159356,4.593715973619228,0.0185846847199499,0.5699278930068896,12.433326632761394,117.81928648429988,0.9971894877175592,0.0042737722823932,7.946025360816877e-06,-8.36759012761701e-08
0.0085467434961163,1.3412659116418537e-06,0.5272710337971079,72.69527534360131,3.663122377191586,0.0863948711863994,0.6128270667622249,11.33559575912573,91.77851995063664,-0.5315546508977562,0.0100031659735435,-1.7921430249942117e-06,-2.925997295165443e-06
0.020940677151314,1.9476654828792794e-06,0.70083873088146,57.788471029846,4.407577881274237,0.1150180155019145,0.6160195050599224,11.646189948121153,82.31247618552801,-1.1163441025702594,0.0129832500540556,-6.153853883341062e-06,-3.882152245940854e-06
0.0354671741687584,1.7026720570828546e-06,0.7562588164156945,62.60792784817696,6.3840397185952575,0.1240279259113621,0.5962029961171827,15.158886014677542,95.07294933419448,-0.6321482230759806,0.0128969466325834,-3.2319399694162984e-06,-4.051740034437988e-06
0.0505882202566274,1.8967934936747757e-06,0.7771192662599969,56.899332986505776,8.430886232533878,0.1275721713696955,0.568072237404967,17.657019519103205,99.53826029246464,-0.6961385004812886,0.0144077835653433,-1.5268947994065806e-05,-4.5568289856156334e-06
0.0652400005542188,1.867045469478024e-06,0.8075570787765922,55.326973076544384,10.780128272714563,0.1325444509920428,0.5422682511144795,21.568782591214955,110.39584960405092,-0.4727421891291369,0.0151739415109406,-6.96420573695353e-06,-4.093890371740444e-06
