timestamp,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13
2020-01-01T00:00:00,4.410893073,-2.901921452,-1.175702814,16.57182596,-2.582160235,13.54791374,2.373571727,0.149328339,1.500206401,-2.668514361,-0.004340333,-6.202879593,10
2020-01-01T00:00:01,0.725462197,-3.565619338,3.297281462,4.138529213,2.947742963,-0.445202578,-2.986177623,4.259852414,5.229832647,1.15956516,0.363030741,-3.777693633,12
2020-01-01T00:00:02,2.613077353,-1.01307084,-0.193490488,-4.959730014,0.222192887,-3.098975273,-2.077515685,-4.716046101,-2.137953404,4.302646101,0.205763843,6.462709381,4232
2020-01-01T00:00:03,1.994680958,-3.21042982,2.410126982,-1.403920407,0.174291223,-10.73954596,-0.255507163,-2.610936986,-6.875191168,-1.049686142,-0.047065424,-7.169060027,120
2020-01-01T00:00:04,8.740509004,-0.43883751,4.969295853,-5.705681617,1.372563732,11.43739937,-0.775284744,5.97885949,-4.665100594,1.742848658,0.127709493,9.82462787,550
2020-01-01T00:00:05,-1.087842122,-4.864741807,4.786302259,-5.222257526,2.574809103,15.19695149,-0.991866023,-2.170563265,-6.779908676,-1.307075579,-0.10529242,-2.697301969,15
2020-01-01T00:00:06,1.935986085,3.45567641,4.459428131,1.294134288,0.907967061,7.420109565,-0.038397944,-7.401834263,4.410212268,4.79371017,0.573820816,-2.762460968,1271
2020-01-01T00:00:07,-4.80852235,-0.779533852,-0.213897454,-10.02690529,-2.691885799,-4.343131451,-0.860128385,8.091145902,4.14439021,-0.925361027,-0.517967026,8.046411898,1757
2020-01-01T00:00:08,-14.63488491,-4.816412324,-2.842569852,-14.90971881,1.711131416,-0.138671671,0.576944937,0.956955307,-14.22643444,8.040804037,-0.097074772,3.405604047,12454
2020-01-01T00:00:09,3.970518669,-15.7929252,9.169233563,-12.49272073,1.514280637,6.607541603,-2.353990533,-0.124624102,-3.23219896,-4.601019875,0.064152658,3.774305324,359
2020-01-01T00:00:10,5.212639401,16.87524715,-1.155132535,-2.953481686,-2.333285896,-10.56137427,-2.492053998,8.612918333,-4.573824063,4.143503955,0.453407486,-3.691187452,4102
2020-01-01T00:00:11,-4.078805059,-14.42637274,-1.117165057,-3.133560817,0.78527738,-6.63133708,-1.870452201,-12.10485072,-6.80890967,-0.56223119,0.426124839,1.722571892,2126
2020-01-01T00:00:12,13.39820174,-5.4413423,-3.375303946,-7.966550099,-2.548426961,-6.785805969,1.846319088,-3.765540405,-6.867640118,1.039336554,-0.059911548,0.024987142,1582
2020-01-01T00:00:13,-8.166157509,19.62106604,3.761025323,-9.709733562,-0.017195993,-7.066728079,-0.110343,-2.484995097,1.877277676,4.138041147,0.419640064,-4.197711112,79
2020-01-01T00:00:14,0.548643605,-14.14714839,-0.368410341,-1.091487055,-1.882821463,3.617911609,1.124457999,2.86346179,4.111195641,-2.566875483,0.325485765,3.105952094,485
2020-01-01T00:00:15,-0.781224005,7.519095894,6.523361861,3.292335929,-3.604364444,8.428014851,0.681035915,2.652641382,-12.77181273,6.097391648,0.383174291,-2.167274139,61
2020-01-01T00:00:16,9.207738139,-10.16388847,-3.168785363,7.947700864,-0.958151255,-3.341519446,-0.228087532,1.289315837,4.744042848,6.188543136,0.528061183,-0.11992949,7497
2020-01-01T00:00:17,8.860399809,-1.290307278,4.73215432,5.438035358,-1.324151917,-11.49912418,3.235625692,-6.377766737,2.570994916,0.03709933,0.134894964,9.731009494,6307
2020-01-01T00:00:18,1.262451442,3.770810026,0.978548712,5.350885056,-1.538244566,16.0736324,1.718458021,3.232255412,13.14652903,1.925531338,0.422469273,-1.527571629,350
2020-01-01T00:00:19,2.576420143,-11.01292248,1.220420239,10.36845263,-1.385656549,12.34767914,-1.739080477,-3.008414644,4.988290029,-5.415562517,0.624923512,3.23233301,68
2020-01-01T00:00:20,-4.740643349,7.848398451,-7.54486593,-0.786617045,-0.514264858,-5.067594688,-0.553610064,-1.349447483,4.528219966,-0.106115067,0.556599627,8.936296639,28
2020-01-01T00:00:21,-11.0553804,-25.33769883,3.207888892,0.944472868,3.242010189,-10.77922361,1.197394767,0.604546085,-15.7003995,3.066588633,0.691501894,-3.542497976,928
2020-01-01T00:00:22,-1.571123108,7.318972335,5.997503346,-4.385867765,2.504953216,6.270556728,3.040542544,4.732629284,17.1919551,0.42744208,-0.259484296,3.99468688,677
2020-01-01T00:00:23,1.371753957,7.348946879,1.203775989,9.677139173,2.541292648,-7.406519483,0.961771102,2.019652328,2.698232702,-1.790380365,0.670832028,3.269174897,4321
2020-01-01T00:00:24,7.616437475,-3.342837289,-4.565915005,-0.895272013,4.567580145,6.685812652,-0.932503487,1.487414029,-2.297421902,3.074376773,1.046020252,1.132302803,324
2020-01-01T00:00:25,7.474900518,9.092674291,-1.581241449,4.444145784,-0.709203805,-13.60551833,1.871659468,3.259479227,-23.76846668,3.924596412,0.38724233,-0.309865372,901
2020-01-01T00:00:26,-1.718638973,-21.12608964,-2.43488437,2.300395736,-3.649839684,17.90199971,0.744502243,13.46680526,7.161636766,-3.113958811,0.329133747,6.075480495,1234
2020-01-01T00:00:27,-1.205620017,-9.398491156,9.640960257,0.373020583,1.594045862,-1.064510503,0.923085803,-13.01020604,3.596373631,1.128201878,0.19838013,1.591122234,10
2020-01-01T00:00:28,-5.510579089,1.825880369,2.186396849,-5.574374733,-0.633198624,-3.592983977,1.867531146,-4.581082981,-21.23033826,2.478889912,0.3392942,5.766915023,780
2020-01-01T00:00:29,-7.643324529,17.90694563,-2.947547688,6.357995916,1.112851619,2.787131854,1.032257073,3.06571965,2.621531258,2.639209076,0.107703042,0.752965083,12471
2020-01-01T00:00:30,-9.282187695,-8.084367149,4.495766994,-9.644734753,2.108640658,-16.16988018,-0.949915881,-4.544614472,7.239552856,4.2597366,1.182483151,7.309833647,11757
2020-01-01T00:00:31,11.93387914,-13.31670208,2.572851429,-15.65774314,2.476673905,2.480945764,-1.634019821,1.429959733,-0.353176032,1.430040531,0.134997743,-1.709047625,12454
2020-01-01T00:00:32,-2.306274306,3.009444428,4.879607508,8.245110285,-2.616249094,14.49836358,2.690847299,7.968837063,-7.378413164,2.011177084,0.773461357,2.112973343,11053
2020-01-01T00:00:33,-1.871197214,-9.176745523,4.15959468,2.695507288,3.341040296,9.717253953,0.306757824,0.1184058,-0.537968463,-3.55875443,0.622378408,1.220528829,11234
2020-01-01T00:00:34,-6.573015478,10.23476836,-1.658653973,-6.691023581,3.123429757,-1.68246181,0.558700281,-1.249847912,-12.16494331,7.644947259,0.992833696,-0.679940258,1023
